ID,Name,Age,Height(cm),Weight(kg),Nationality,Club,Value,Wage,Player_Position,Preferred_Foot,Body_Type,Stamina
224504,I. Poblete,24,173,65,Chile,CD Cobresal,1000000,1000,CAM,Left,Normal,74
224511,E. Bonifacio,25,169,65,Argentina,Unión de Santa Fe,900000,5000,RB,Right,Normal,70
224590,J. Benet,24,186,75,France,Grenoble Foot 38,1000000,2000,CM,Right,Lean,74
224962,M. Al Kuwaykibi,24,168,61,Saudi Arabia,Ettifaq FC,1000000,8000,RM,Left,Lean,65
225016,G. Di Noia,24,181,72,Italy,Chievo Verona,1000000,2000,CM,Left,Normal,82
225040,D. Liotti,25,180,75,Italy,Pisa,900000,1000,LB,Left,Normal,74
225202,Carlos Nieto,23,179,74,Spain,Real Zaragoza,900000,3000,LB,Left,Lean,72
225273,M. Thychosen,22,178,65,Denmark,FC Nordsjælland,900000,4000,RB,Right,Normal,84
225327,L. Gonnelli,26,183,72,Italy,Livorno,900000,2000,CB,Right,Lean,61
225927,Q. Lecoeuche,25,172,65,France,FC Lorient,900000,3000,LB,Right,Lean,80
226103,Akieme,21,175,65,Spain,Rayo Vallecano,900000,2000,LB,Left,Normal,71
226127,C. Depres,24,188,80,France,Nîmes Olympique,1000000,7000,ST,Right,Lean,54
226442,H. Pehlivan,25,183,72,Turkey,Gençlerbirliği SK,900000,5000,LB,Left,Normal,66
227622,S. Spierings,23,187,83,Netherlands,RKC Waalwijk,1000000,3000,CM,Right,Normal,66
228310,T. Deng,22,182,74,Australia,Melbourne Victory,925000,3000,CB,Right,Normal,67
229713,J. Bizama,25,178,75,Chile,Houston Dynamo,900000,3000,RB,Right,Normal,73
230906,K. Osorio,25,182,76,Colombia,Patriotas Boyacá FC,1000000,1000,CM,Right,Normal,78
232094,J. Niezgoda,24,185,75,Poland,Legia Warszawa,1000000,4000,ST,Right,Lean,64
232823,H. Kawabe,23,178,70,Japan,Sanfrecce Hiroshima,1000000,4000,CM,Right,Lean,74
234195,D. Warmerdam,23,180,73,Netherlands,FC Groningen,1000000,3000,LM,Left,Normal,80
234196,J. Bruijn,22,171,67,Netherlands,SC Heerenveen,1000000,3000,CAM,Right,Normal,71
235277,R. Popa,22,189,86,Romania,Gaz Metan Mediaş,925000,3000,CB,Right,Normal,54
236405,Lasure,25,176,72,Spain,Real Zaragoza,900000,3000,LB,Left,Normal,84
236752,D. Bamba,24,184,75,Ivory Coast,SK Brann,1000000,3000,ST,Right,Lean,72
237010,Deng Hanwen,24,178,73,China PR,Guangzhou Evergrande Taobao FC,900000,6000,RB,Right,Normal,76
237214,L. Abubakar,24,183,82,Ghana,Colorado Rapids,925000,2000,CB,Right,Stocky,67
237442,Eric Curbelo,25,173,69,Spain,UD Las Palmas,900000,4000,RB,Left,Lean,73
237453,A. Onaiwu,23,180,74,Japan,Oita Trinita,1000000,2000,ST,Right,Lean,72
237461,C. Colmán,25,183,79,Paraguay,FC Dallas,1000000,3000,ST,Right,Normal,57
237541,André Pedrosa,22,185,70,Portugal,Vitória de Setúbal,925000,2000,CDM,Right,Normal,49
238636,R. Preißinger,22,185,78,Germany,1. FC Magdeburg,925000,2000,CDM,Left,Lean,86
242673,V. Gvilia,25,182,79,Georgia,Legia Warszawa,1000000,4000,CAM,Right,Normal,74
242708,M. Adams,22,168,75,England,Atlanta United,925000,2000,CDM,Right,Normal,64
245157,Stoichkov,25,178,75,Spain,AD Alcorcón,1000000,4000,ST,Right,Lean,59
246118,U. Meraş,23,178,74,Turkey,Le Havre AC,900000,3000,LB,Left,Normal,64
246406,X. Arreaga,24,183,75,Ecuador,Seattle Sounders FC,925000,2000,CB,Right,Lean,76
247215,V. Savićević,25,179,72,Montenegro,Wisła Kraków,1000000,3000,CM,Right,Lean,72
248777,J. Mellot,25,178,77,France,En Avant de Guingamp,900000,3000,RB,Right,Lean,81
251899,Rômulo,23,185,75,Brazil,Portimonense SC,925000,3000,CDM,Right,Normal,70
252721,D. Takagi,23,170,64,Japan,Gamba Osaka,1000000,4000,LW,Right,Normal,67
198039,M. Gillespie,27,192,88,England,Motherwell,700000,2000,GK,Right,Normal,39
199917,J. Forster-Caskey,25,178,64,England,Charlton Athletic,975000,6000,CM,Left,Normal,73
201847,L. Bostyn,25,196,86,Belgium,SV Zulte-Waregem,725000,4000,GK,Right,Normal,24
201978,P. Parzyszek,25,190,80,Poland,Piast Gliwice,1000000,3000,ST,Right,Lean,70
204220,C. Edwards,25,180,70,England,Djurgårdens IF,975000,2000,CM,Right,Lean,79
204458,A. Oshilaja,26,181,75,England,Charlton Athletic,875000,6000,CB,Right,Normal,76
204626,T. Grøgaard,25,180,73,Norway,SK Brann,875000,2000,LB,Left,Lean,76
204922,A. Leitner,25,184,72,Austria,FC Admira Wacker Mödling,725000,3000,GK,Right,Normal,17
205393,J. Baldwin,26,185,70,England,Sunderland,875000,5000,CB,Right,Lean,77
206053,D. Marsura,25,187,78,Italy,Livorno,1000000,2000,ST,Right,Normal,70
207763,A. Mendoza,25,173,77,Mexico,U.N.A.M.,875000,6000,LB,Left,Normal,74
208666,Bruninho,25,174,64,Brazil,CD Aves,875000,4000,LB,Left,Lean,73
209709,B. Edomwonyi,24,186,78,Nigeria,FK Austria Wien,1000000,6000,ST,Right,Lean,78
211132,Andrés Prieto,25,194,93,Spain,RCD Espanyol,725000,6000,GK,Right,Normal,44
212443,S. Pasa,25,184,85,Italy,Pordenone,975000,1000,CM,Left,Normal,71
212988,A. Deja,26,185,82,Poland,Arka Gdynia,875000,2000,CDM,Right,Normal,80
213615,R. Williams,27,183,71,South Africa,South Africa,0,0,GK,Right,Normal,39
213822,L. Cabrera,25,167,73,Chile,Audax Italiano,900000,2000,CDM,Right,Normal,72
216271,J. van Aken,25,193,75,Netherlands,VfL Osnabrück,875000,5000,CB,Left,Lean,67
216295,T. Dierckx,24,171,68,Belgium,Waasland-Beveren,1000000,4000,RW,Right,Stocky,58
219680,C. Hountondji,25,195,81,Benin,Clermont Foot 63,875000,2000,CB,Right,Lean,58
219700,P. Lipski,25,185,79,Poland,Lechia Gdańsk,975000,3000,CAM,Right,Lean,80
219780,Claude Gonçalves,25,174,69,Portugal,Gil Vicente FC,900000,3000,CDM,Right,Normal,75
219812,P. Ciurria,24,178,67,Italy,Pordenone,1000000,1000,CAM,Left,Lean,70
220122,Campins,24,180,71,Spain,Royal Excel Mouscron,875000,4000,RB,Right,Lean,72
220637,Moi Delgado,25,173,60,Spain,Racing Santander,875000,3000,LB,Left,Normal,74
220886,B. Tuiloma,24,178,79,New Zealand,Portland Timbers,900000,2000,CB,Right,Normal,71
222645,L. López,25,175,71,Mexico,Club América,975000,15000,CM,Right,Lean,71
222830,F. Grillo,26,181,78,Argentina,Göztepe SK,875000,8000,CB,Left,Normal,74
223265,M. Devlin,25,188,79,Scotland,Aberdeen,875000,3000,CB,Right,Normal,73
223637,A. Polo,24,173,70,Peru,Portland Timbers,1000000,3000,RM,Right,Lean,73
225115,M. Pinato,24,175,66,Italy,Pisa,975000,1000,CM,Left,Normal,71
226786,A. Bono,25,191,88,United States,Toronto FC,725000,2000,GK,Right,Normal,45
227150,M. Poletanović,25,187,75,Serbia,Jagiellonia Białystok,900000,3000,CDM,Right,Lean,68
227788,An Hyeon Beom,24,179,74,Korea Republic,Jeju United FC,1000000,2000,RM,Right,Normal,60
229677,F. Bambock,24,181,78,France,Clube Sport Marítimo,900000,3000,CDM,Right,Stocky,76
231056,S. Marinović,27,192,95,New Zealand,Wellington Phoenix,700000,1000,GK,Right,Normal,45
232477,S. Al Ghannam,25,174,62,Saudi Arabia,Al Nassr,875000,11000,RB,Right,Normal,77
234748,Gu Sung Yun,25,195,82,Korea Republic,Hokkaido Consadole Sapporo,725000,2000,GK,Right,Lean,30
235474,G. Rolando,24,182,71,Italy,Sampdoria,1000000,10000,RM,Right,Lean,67
237226,J. Nyholm,25,183,74,Sweden,AIK,875000,3000,CB,Right,Normal,58
239179,Z. Arsenić,25,187,75,Croatia,Jagiellonia Białystok,875000,3000,CB,Right,Lean,71
239928,T. Müller,24,188,80,Germany,1. FC Magdeburg,900000,2000,CB,Right,Normal,64
241999,J. Billong,25,192,88,France,US Salernitana 1919,875000,2000,CB,Right,Stocky,56
244949,F. Pierrot,24,193,93,Haiti,Royal Excel Mouscron,1000000,4000,ST,Right,Stocky,66
251600,Leandro Vilela,24,177,78,Brazil,Vitória de Setúbal,900000,2000,CDM,Right,Normal,59
252085,Pablo Trigueros,26,188,75,Spain,SD Ponferradina,875000,3000,CB,Right,Lean,68
194785,T. Flanagan,27,188,76,Northern Ireland,Sunderland,825000,5000,CB,Right,Lean,70
195427,J. Stockley,25,188,79,England,Preston North End,975000,10000,ST,Right,Normal,81
198175,L. Castaignos,26,188,85,Netherlands,Gyeongnam FC,975000,3000,ST,Right,Lean,53
198702,K. Barmen,25,190,76,Norway,SK Brann,950000,3000,CM,Right,Lean,76
199748,J. Knudsen,26,185,82,Denmark,Malmö FF,850000,3000,CB,Left,Normal,81
199769,M. Potzmann,25,180,70,Austria,SK Rapid Wien,850000,6000,LB,Right,Lean,71
200746,J. Lundstram,25,181,74,England,Sheffield United,950000,11000,CM,Right,Normal,78
201446,G. Moncur,25,176,63,England,Luton Town,950000,6000,CM,Right,Normal,67
201955,M. Haïdara,26,179,76,France,Racing Club de Lens,825000,4000,LB,Left,Normal,71
202123,C. Aneke,25,191,83,England,Charlton Athletic,975000,7000,ST,Right,Normal,62
202617,V. Hladký,28,189,80,Czech Republic,St. Mirren,700000,2000,GK,Right,Normal,27
202808,Li Ke,26,171,70,China PR,Beijing Sinobo Guoan FC,925000,7000,CM,Right,Normal,80
203355,R. Hall,25,173,66,England,Oxford United,950000,4000,RM,Left,Lean,64
204322,R. McKenzie,25,175,75,Scotland,Kilmarnock,950000,3000,RM,Right,Normal,75
204427,S. Parker,26,181,78,Germany,SpVgg Greuther Fürth,975000,4000,ST,Right,Normal,33
205232,D. McGeouch,26,178,69,Scotland,Sunderland,925000,5000,CM,Right,Lean,76
205554,L. Zima,25,197,80,Czech Republic,Livorno,700000,1000,GK,Right,Normal,36
205911,M. Chiosa,25,181,77,Italy,Virtus Entella,850000,1000,CB,Left,Lean,67
207610,R. Meara,28,193,84,Republic of Ireland,New York Red Bulls,700000,2000,GK,Right,Normal,41
208299,M. Belyaev,27,188,86,Russia,Russia,0,0,CB,Right,Normal,56
208462,R. Pröpper,25,192,84,Netherlands,Heracles Almelo,850000,3000,CB,Right,Normal,69
208589,K. Pusch,26,181,76,Germany,1. FC Heidenheim 1846,950000,5000,CAM,Left,Lean,78
210713,F. Holst,24,175,71,Denmark,IF Elfsborg,850000,2000,RB,Right,Normal,80
211056,Luis Valcarce,26,175,70,Spain,SD Ponferradina,825000,3000,LB,Left,Normal,89
211437,L. Bertone,25,179,73,Switzerland,FC Cincinnati,950000,3000,CM,Right,Normal,75
212338,E. Ba,26,183,75,France,Racing Club de Lens,850000,4000,CDM,Right,Lean,74
212374,Jefferson,25,181,80,Brazil,Gazişehir Gaziantep F.K.,950000,5000,CM,Right,Normal,70
213204,S. Lundholm,25,180,75,Sweden,IK Sirius,950000,2000,RM,Left,Lean,71
213509,Lucas,26,193,89,Brazil,FC Luzern,850000,5000,CB,Right,Normal,68
213530,N. Poulsen,25,176,70,Denmark,Aarhus GF,950000,5000,CM,Right,Lean,89
214175,C. Robles,27,171,70,Colombia,Deportes Tolima,825000,2000,CDM,Right,Lean,84
214200,J. Zuluaga,26,176,67,Colombia,América de Cali,825000,1000,RB,Right,Lean,81
214509,N. Palacios,27,190,73,Colombia,Independiente Medellín,825000,2000,CDM,Right,Lean,92
215132,S. Moyano,28,188,78,Argentina,Unión de Santa Fe,700000,4000,GK,Right,Normal,36
215266,L. Melano,26,186,81,Argentina,Atlético Tucumán,975000,5000,ST,Right,Lean,75
216268,D. Watmore,25,175,72,England,Sunderland,950000,5000,RM,Right,Lean,67
216288,S. Mrowca,25,177,79,Poland,SV Wehen Wiesbaden,875000,5000,CDM,Right,Stocky,79
217709,Raphael Silva,27,190,84,Brazil,Al Faisaly,825000,8000,CB,Right,Normal,61
219640,M. Pavelic,25,180,65,Austria,Sarpsborg 08 FF,850000,2000,RB,Right,Lean,73
219931,D. Mendoza,26,186,86,Argentina,Club Atlético Huracán,975000,6000,ST,Right,Normal,64
220895,A. Al Sulayhim,25,171,63,Saudi Arabia,Al Shabab,950000,10000,CM,Right,Lean,78
221313,E. Arango,25,170,63,Colombia,Alianza Petrolera,950000,1000,RM,Right,Lean,69
222875,J. Kayembe,24,182,73,Belgium,FC Nantes,975000,8000,LW,Left,Normal,36
222944,Pablo Pérez,25,188,79,Spain,Real Sporting de Gijón,950000,4000,CAM,Right,Lean,71
224150,J. Salas,25,182,73,Mexico,Cruz Azul,950000,8000,CM,Right,Lean,72
225050,A. Ba,25,203,94,Mauritania,AJ Auxerre,850000,2000,CB,Left,Lean,65
225849,M. Dittgen,24,182,77,Germany,SV Wehen Wiesbaden,975000,5000,LM,Left,Normal,71
226405,A. Arregui,26,176,74,Argentina,Independiente Medellín,850000,2000,CDM,Right,Normal,83
226783,F. Alashe,25,183,77,United States,FC Cincinnati,850000,3000,CB,Right,Normal,73
226793,M. Polster,26,183,77,United States,Rangers FC,825000,15000,RB,Right,Normal,90
227936,R. Mazáň,25,180,75,Slovakia,CD Tenerife,850000,3000,LB,Left,Normal,67
229045,A. Kanté,24,184,80,Gambia,KSV Cercle Brugge,975000,5000,LW,Right,Normal,68
229065,B. Niňaj,25,191,85,Slovakia,Fortuna Sittard,850000,4000,CB,Right,Normal,66
229179,C. Tabó,25,174,75,Uruguay,Puebla FC,950000,3000,LM,Right,Normal,64
229620,V. Rodić,25,176,74,Montenegro,Hammarby IF,950000,2000,RM,Right,Normal,77
229625,S. Rapp,26,193,81,Switzerland,FC Thun,975000,6000,ST,Right,Normal,73
230758,M. Pučko,25,176,68,Slovenia,Korona Kielce,950000,2000,RM,Right,Normal,49
233140,R. Harakawa,25,175,72,Japan,Sagan Tosu,950000,2000,CM,Right,Lean,74
233670,A. Fukumori,26,183,75,Japan,Hokkaido Consadole Sapporo,850000,2000,CB,Left,Normal,77
234463,N. Solís,25,170,70,Argentina,Club Atlético Aldosivi,950000,4000,LM,Left,Normal,47
234464,V. Ramis,24,181,77,Argentina,Argentinos Juniors,975000,4000,RM,Right,Normal,69
235280,J. Aja,26,193,84,Uruguay,Unión Española,850000,2000,CB,Right,Stocky,71
235548,M. Cabit,26,180,75,France,FC Metz,825000,6000,LB,Left,Normal,73
235779,J. Noy,26,177,75,Uruguay,FC Juárez,850000,6000,CDM,Right,Lean,59
235890,M. Saadane,27,187,75,Morocco,Al Fateh,825000,9000,CB,Right,Normal,67
236989,S. Richey,27,188,88,United States,FC Cincinnati,675000,2000,GK,Right,Normal,41
237538,F. Rogic,26,180,77,Sweden,Örebro SK,925000,2000,CM,Right,Normal,90
237580,D. Schmidt,27,196,90,Japan,Sint-Truidense VV,675000,3000,GK,Right,Normal,37
237655,B. De Alba,26,168,65,Colombia,La Equidad,950000,1000,CAM,Left,Lean,67
238981,T. Schwede,25,181,72,Germany,SC Paderborn 07,950000,8000,LM,Left,Lean,69
239048,H. Akbunar,25,167,61,Turkey,Göztepe SK,950000,8000,RM,Left,Lean,59
239388,F. Bechtholdt,25,178,74,Argentina,Curicó Unido,850000,2000,CB,Right,Lean,73
241595,S. Ngom,26,181,85,Senegal,FC Nantes,975000,9000,ST,Right,Normal,56
244786,T. Hájek,27,187,78,Czech Republic,Vitesse,825000,6000,CB,Left,Normal,58
246015,Luis Mago,24,184,79,Venezuela,CD Palestino,875000,2000,CB,Left,Normal,68
250841,P. Álvarez,25,180,78,Peru,Peru,0,0,GK,Right,Normal,19
251196,F. Makaringe,26,179,75,South Africa,Orlando Pirates,950000,1000,CAM,Right,Lean,71
252090,Carlos Bravo,26,175,70,Spain,SD Ponferradina,950000,4000,CAM,Right,Normal,46
252314,M. Rosafio,25,178,77,Italy,Cittadella,950000,2000,RW,Left,Normal,61
252411,Z. Naidji,24,178,71,Algeria,Gil Vicente FC,975000,4000,ST,Right,Normal,70
252800,Rubén Lobato,25,180,73,Spain,SD Eibar,850000,7000,LB,Left,Normal,75
189544,S. Wangberg,28,188,85,Norway,Tromsø IL,775000,2000,CB,Right,Normal,65
189551,D. Gissi,28,193,86,Switzerland,Atlético Tucumán,775000,5000,CB,Right,Normal,68
192496,P. Downing,27,188,79,England,Portsmouth,800000,4000,CB,Right,Lean,69
193443,T. Coremans,28,186,75,Netherlands,Sparta Rotterdam,675000,3000,GK,Right,Normal,37
198624,J. Shaughnessy,26,183,69,Republic of Ireland,Southend United,825000,4000,CB,Right,Lean,76
200209,N. Larsen,28,190,83,Denmark,FC Nordsjælland,675000,4000,GK,Right,Normal,22
200292,J. Lowe,27,176,80,England,Bolton Wanderers,800000,2000,CDM,Right,Normal,76
200779,J. Clarke-Harris,24,183,78,England,Bristol Rovers,950000,4000,ST,Left,Normal,65
201484,P. McEleney,26,180,84,Republic of Ireland,Dundalk,925000,1000,CAM,Right,Normal,70
201841,N. Dussenne,27,191,85,Belgium,Standard de Liège,800000,5000,CB,Right,Normal,66
201869,R. Teibert,26,173,66,Canada,Vancouver Whitecaps FC,900000,3000,CM,Left,Lean,79
204152,J. Jønsson,26,182,78,Denmark,Atiker Konyaspor,825000,6000,CDM,Right,Lean,73
204761,G. Hall,27,191,71,England,Queens Park Rangers,800000,4000,CB,Right,Lean,59
205048,K. Vollmann,25,174,70,Germany,FC Hansa Rostock,925000,2000,LM,Right,Normal,77
205068,Cristiano,28,191,80,Portugal,FC Hermannstadt,675000,3000,GK,Right,Normal,37
205584,M. Ihiekwe,26,186,81,England,Rotherham United,825000,4000,CB,Right,Lean,73
205999,M. Rutten,26,177,69,Netherlands,Crotone,800000,2000,RB,Right,Normal,75
206606,P. Hofmann,26,195,89,Germany,Karlsruher SC,925000,6000,ST,Left,Normal,64
207744,A. Youga,26,186,83,Central African Rep.,Le Havre AC,825000,3000,CDM,Right,Normal,73
209484,H. Sacko,25,183,82,Mali,Denizlispor,925000,8000,RM,Right,Normal,62
209618,F. Tardieu,27,184,70,France,ESTAC Troyes,800000,3000,CDM,Right,Lean,77
209890,Y. Musavu-King,27,186,83,Gabon,Le Mans FC,800000,2000,CB,Left,Normal,66
209935,D. Gallagher,28,196,86,Scotland,Motherwell,775000,3000,CB,Right,Lean,72
210269,Renato,26,185,77,Brazil,Shimizu S-Pulse,825000,2000,CDM,Right,Lean,69
210361,B. Godeau,27,190,78,Belgium,Royal Excel Mouscron,800000,4000,CB,Left,Lean,72
210422,K. Kamiński,28,191,82,Poland,Júbilo Iwata,675000,2000,GK,Right,Lean,34
210601,T. Ebner,27,180,75,Austria,FK Austria Wien,800000,6000,CDM,Right,Normal,79
211908,G. Güvenç,27,187,85,Turkey,Gazişehir Gaziantep F.K.,650000,4000,GK,Right,Normal,37
212156,S. Rincón,25,185,81,Colombia,Club Atlético Aldosivi,925000,4000,RM,Right,Lean,48
213993,F. Forte,26,187,75,Italy,Waasland-Beveren,925000,5000,ST,Left,Lean,63
214034,V. Soto,29,191,81,Colombia,Deportes Tolima,650000,1000,GK,Right,Normal,40
217606,E. Boateng,25,167,70,Ghana,DC United,925000,3000,LM,Left,Stocky,62
218651,P. Sotiriou,26,186,81,Cyprus,FC København,925000,8000,ST,Right,Normal,74
220805,A. Castro,25,170,68,Colombia,Deportes Tolima,925000,2000,LM,Left,Lean,54
223370,M. Engels,25,183,84,Germany,SV Sandhausen,950000,3000,ST,Right,Lean,62
224187,M. Rayhi,25,178,76,Netherlands,Sparta Rotterdam,925000,4000,LM,Right,Normal,66
226785,N. Besler,26,185,75,United States,Real Salt Lake,825000,3000,CB,Right,Lean,66
227584,D. Melnjak,26,179,73,Croatia,Çaykur Rizespor,800000,5000,LB,Left,Normal,68
229023,P. Eze,26,186,78,Nigeria,Atiker Konyaspor,925000,7000,ST,Right,Normal,81
229212,B. Smeets,26,184,85,Netherlands,Sparta Rotterdam,900000,4000,CM,Right,Stocky,80
229542,A. Desmas,25,197,87,France,Rodez Aveyron Football,675000,2000,GK,Right,Lean,24
232577,R. Yamanaka,26,171,65,Japan,Urawa Red Diamonds,800000,4000,LB,Left,Lean,76
233643,S. Camara,26,190,85,France,Le Havre AC,825000,3000,CB,Right,Normal,76
237591,A. Mehremić,27,189,85,Bosnia Herzegovina,CD Aves,800000,4000,CB,Left,Normal,62
238479,Renê Santos,27,184,81,Brazil,Clube Sport Marítimo,800000,4000,CDM,Right,Normal,74
246739,O. Thioune,25,180,72,Senegal,FC Sochaux-Montbéliard,925000,2000,CM,Right,Lean,66
183377,J. Nation,29,188,86,Norway,Vålerenga Fotball,725000,2000,CB,Right,Normal,62
184084,M. Dreyer,30,188,81,France,Amiens SC,600000,5000,GK,Right,Normal,27
190572,L. De Bock,26,179,75,Belgium,Leeds United,775000,18000,LB,Left,Normal,75
190583,M. Smith,27,194,86,England,Rotherham United,900000,5000,ST,Right,Lean,75
190962,T. Aldred,28,188,83,Scotland,Brisbane Roar,750000,2000,CB,Right,Normal,61
191093,R. Pillot,28,187,82,France,La Berrichonne de Châteauroux,650000,2000,GK,Right,Lean,30
192559,G. Nauber,27,186,75,Germany,SV Sandhausen,775000,3000,CB,Right,Normal,67
192582,C. Shields,28,186,78,Republic of Ireland,Dundalk,750000,1000,CDM,Right,Lean,86
193422,T. Børven,27,185,72,Norway,Odds BK,900000,2000,ST,Right,Lean,65
195356,M. Delač,26,190,80,Croatia,AC Horsens,650000,3000,GK,Right,Normal,28
198428,J. Zoua,27,186,84,Cameroon,Cameroon,0,0,ST,Right,Normal,71
198701,S. Pettinari,27,185,79,Italy,Lecce,900000,7000,ST,Right,Lean,76
198903,R. Aya,28,184,79,Italy,Pisa,750000,1000,CB,Right,Normal,70
199665,J. Cools,28,189,75,Belgium,KAS Eupen,750000,4000,CDM,Right,Lean,79
199668,S. Gallucci,28,180,71,Argentina,Central Córdoba,750000,4000,CDM,Right,Lean,71
200256,T. Leugers,28,184,77,Germany,SV Meppen,750000,1000,CDM,Left,Stocky,74
200698,N. Marsman,28,188,88,Netherlands,Feyenoord,650000,4000,GK,Right,Normal,30
201523,M. Deplagne,27,183,76,France,FC Cincinnati,750000,3000,RB,Right,Normal,68
201527,R. Laursen,27,182,79,Denmark,Odense Boldklub,750000,5000,RWB,Right,Normal,91
201999,J. Flanagan,26,181,79,England,Rangers FC,775000,15000,LB,Right,Normal,63
202073,E. Zavaleta,26,185,84,United States,Toronto FC,800000,3000,CB,Right,Normal,70
203426,K. Løkberg,27,174,69,Norway,Viking FK,850000,2000,CM,Right,Normal,87
203431,Leandro,26,177,76,Brazil,Kashima Antlers,900000,4000,LM,Right,Normal,71
204763,P. Steinhart,26,182,80,Germany,TSV 1860 München,775000,1000,LB,Left,Normal,81
205724,I. Lanni,29,186,76,Italy,Ascoli,625000,1000,GK,Right,Normal,41
205752,G. Edwards,26,175,76,Wales,Ipswich Town,900000,6000,RW,Right,Normal,69
206161,A. Lazaar,27,184,80,Morocco,Newcastle United,750000,11000,LB,Left,Lean,54
206219,Juan Cruz,26,180,70,Spain,Elche CF,775000,3000,LB,Left,Normal,73
207485,C. Ramírez,26,170,67,Mexico,Monarcas Morelia,900000,4000,LM,Left,Lean,66
207618,D. Fällman,29,187,84,Sweden,Hammarby IF,725000,2000,CB,Right,Normal,51
208432,T. Pettersson,29,190,83,Sweden,Östersunds FK,725000,2000,CB,Left,Normal,71
208968,F. Al Qarni,27,184,88,Saudi Arabia,Al Ittihad,625000,9000,GK,Right,Lean,31
210488,P. van Ooijen,27,180,73,Netherlands,VVV-Venlo,875000,3000,CAM,Right,Lean,63
211221,M. Boyle,26,178,70,Australia,Hibernian,900000,3000,RM,Right,Lean,66
211702,M. Endres,28,189,83,Germany,SpVgg Unterhaching,750000,2000,CB,Right,Normal,60
211955,U. Taffertshofer,27,183,82,Germany,VfL Osnabrück,775000,5000,CDM,Right,Normal,82
214211,R. Vanegas,26,176,72,Colombia,Deportivo Pasto,900000,1000,LM,Right,Normal,71
214990,M. Catalán,26,180,78,Argentina,Atlético de San Luis,775000,4000,RB,Right,Normal,70
215786,Y. Boé-Kane,28,185,76,France,Le Mans FC,750000,2000,CDM,Right,Lean,77
217758,C. Washington,27,178,85,Northern Ireland,Heart of Midlothian,900000,4000,ST,Right,Stocky,80
218971,S. Gbohouo,30,190,82,Ivory Coast,Côte d'Ivoire,0,0,GK,Right,Normal,30
219746,D. Torres,26,175,70,Chile,Audax Italiano,775000,2000,LWB,Left,Normal,69
221179,Sebas Coris,26,182,72,Spain,Girona FC,900000,4000,RM,Right,Normal,73
221477,Song Seung Min,27,187,77,Korea Republic,Sangju Sangmu FC,900000,2000,ST,Right,Normal,80
221684,B. Sweat,27,188,79,United States,New York City FC,750000,3000,LB,Left,Normal,68
221736,J. Pereira,26,182,82,Colombia,Unión Magdalena,900000,1000,RM,Right,Normal,68
223115,P. Gladon,27,188,83,Netherlands,Willem II,900000,4000,ST,Right,Normal,65
224724,T. Bingöl,26,180,74,Turkey,Alanyaspor,900000,5000,RM,Right,Lean,64
226576,A. Rodríguez,26,176,74,Colombia,Envigado FC,900000,1000,RM,Right,Normal,69
228632,M. Ajani,25,188,86,Germany,SV Wehen Wiesbaden,900000,6000,RM,Right,Normal,78
230150,Luís Machado,26,168,62,Portugal,Moreirense FC,900000,5000,LW,Right,Normal,73
230793,Álvaro Traver,26,181,75,Spain,Real Sporting de Gijón,900000,4000,RM,Right,Normal,57
230982,M. Roman,27,185,82,Romania,Universitatea Craiova,900000,4000,ST,Left,Normal,62
233074,Borja Domínguez,27,187,81,Spain,CD Lugo,850000,4000,CM,Left,Lean,58
233148,Y. Nakano,26,176,66,Japan,Hokkaido Consadole Sapporo,900000,2000,LM,Right,Lean,71
234281,M. Kvesić,27,175,70,Bosnia Herzegovina,1. FC Magdeburg,875000,3000,CAM,Right,Lean,62
237448,A. Delamea,28,183,73,Slovenia,New England Revolution,750000,3000,CB,Right,Normal,64
238456,F. Obilor,28,189,94,Nigeria,HJK Helsinki,750000,1000,CB,Right,Normal,66
238984,M. Farrona Pulido,26,175,70,Germany,VfL Osnabrück,900000,5000,LM,Right,Lean,70
239437,P. Zulu,26,178,70,South Africa,Kaizer Chiefs,900000,1000,LM,Left,Normal,55
242651,F. Valot,26,175,75,France,New York Red Bulls,900000,3000,RM,Left,Normal,77
251152,M. Miers,29,185,81,Paraguay,Club Atlético Aldosivi,725000,4000,CB,Left,Normal,59
251511,M. Zeghba,28,190,90,Algeria,Al Wehda,650000,7000,GK,Left,Normal,25
10466,S. Ishizaki,37,181,81,Sweden,IF Elfsborg,240000,2000,CM,Right,Normal,56
52340,M. Marić,35,188,83,Switzerland,FC Lugano,230000,2000,CB,Right,Normal,67
53736,L. Camp,34,183,74,Northern Ireland,Birmingham City,325000,4000,GK,Right,Normal,38
104476,C. Grindheim,35,179,74,Norway,FK Haugesund,325000,1000,CAM,Right,Normal,62
114356,M. Wölfli,36,186,88,Switzerland,BSC Young Boys,130000,4000,GK,Right,Normal,24
116917,D. Perquis,33,186,82,France,Valenciennes FC,400000,2000,GK,Right,Normal,34
118646,I. Henderson,34,178,67,England,Rochdale,400000,3000,ST,Right,Normal,78
126883,A. Durak,32,181,80,Turkey,Çaykur Rizespor,500000,5000,CDM,Right,Normal,72
137267,R. Clark,36,178,75,United States,Columbus Crew SC,160000,2000,CDM,Right,Lean,71
137461,J. Gjasula,33,189,87,Albania,1. FC Magdeburg,450000,3000,CM,Right,Normal,64
138722,B. Jones,32,180,77,England,Rotherham United,475000,4000,RB,Right,Normal,73
139476,D. Gerken,34,183,77,England,Colchester United,325000,4000,GK,Right,Normal,40
